name,company,year,Price,kms_driven,fuel_type
Suzuki Swift,Suzuki,2013,1860000,13349,Petrol
Suzuki Ertiga,Suzuki,2016,3175000,29000,Petrol
Ford EcoSport Titanium,Ford,2014,2750000,44000,Diesel
Suzuki Ertiga,Suzuki,2016,2875000,29000,Petrol
Suzuki Ertiga,Suzuki,2013,2425000,42000,Diesel
Suzuki Alto,Suzuki,2012,775000,14000,Petrol
Hyundai Grand i10,Hyundai,2014,1725000,49000,Diesel
Honda Amaze 1.2,Honda,2014,1625000,42000,Petrol
Hyundai i20 Asta,Hyundai,2012,1647500,36200,Diesel
Ford Figo Diesel,Ford,2014,975000,50000,Diesel
Suzuki Eeco,Suzuki,2015,1255555,55000,Petrol
Suzuki Ertiga,Suzuki,2014,2849995,45000,Petrol
Suzuki Esteem,Suzuki,2007,349995,51000,Petrol
Suzuki Ritz,Suzuki,2014,1499995,19000,Petrol
Suzuki Dzire,Suzuki,2009,1100000,46000,Petrol
Suzuki Ritz,Suzuki,2013,1999995,33000,Diesel
Suzuki Swift,Suzuki,2013,1860000,13349,Petrol
Suzuki Dzire,Suzuki,2015,2250000,104000,Diesel
Toyota Etios Liva,Toyota,2014,1350000,55000,Petrol
Hyundai i20 Sportz,Hyundai,2011,1750000,33333,Diesel
Chevrolet Spark,Chevrolet,2012,792000,33600,Petrol
Suzuki Alto,Suzuki,2017,1750000,5600,Petrol
Nissan Micra XV,Nissan,2011,895000,41000,Petrol
Suzuki Swift,Suzuki,2007,625000,70000,Petrol
Suzuki Alto,Suzuki,2018,1000000,7500,Petrol
Honda Amaze 1.5,Honda,2013,1495000,45000,Diesel
Suzuki Alto,Suzuki,2015,1100000,38000,Petrol
Chevrolet Beat,Chevrolet,2015,750000,30000,Petrol
Honda City 1.5,Honda,2010,1425000,35000,Petrol
Ford EcoSport Trend,Ford,2016,4150000,24330,Diesel
Hyundai i20 Asta,Hyundai,2009,1050000,65480,Petrol
Suzuki Swift,Suzuki,2013,1700000,41000,Petrol
Hyundai i20 Asta,Hyundai,2009,1050000,65480,Petrol
Suzuki Swift,Suzuki,2013,1700000,41000,Petrol
Toyota Corolla Altis,Toyota,2010,1449995,70000,Petrol
Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
Toyota Innova 2.5,Toyota,2012,4249995,99000,Diesel
Volkswagen Jetta Highline,Volkswagen,2014,3749995,46000,Diesel
Volkswagen Polo Comfortline,Volkswagen,2015,1999995,2800,Petrol
Volkswagen Polo,Volkswagen,2014,1374995,32000,Petrol
Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
Renault Duster,Renault,2014,2249995,50000,Diesel
Honda Amaze,Honda,2015,1724995,22000,Petrol
Nissan Sunny,Nissan,2012,1124995,45000,Petrol
Hyundai Elite i20,Hyundai,2018,2999995,21000,Petrol
Renault Kwid,Renault,2016,1224995,11000,Petrol
Renault Duster,Renault,2013,1999995,41000,Diesel
Ford EcoSport,Ford,2017,2449995,39000,Petrol
Renault Duster,Renault,2014,2374995,50000,Diesel
Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
Chevrolet Spark LT,Chevrolet,2010,425000,45000,Petrol
Datsun Redi GO,Datsun,2016,1225000,7000,Petrol
Suzuki Swift,Suzuki,2010,947500,38500,Diesel
Fiat Punto Emotion,Fiat,2012,847500,37200,Diesel
Suzuki Swift,Suzuki,2010,797500,43200,Diesel
Toyota Etios GD,Toyota,2013,1375000,24800,Petrol
Hyundai i20 Sportz,Hyundai,2014,1850000,60000,Diesel
Hyundai i10 Sportz,Hyundai,2010,840000,45872,Petrol
Chevrolet Beat LT,Chevrolet,2011,750000,40000,Diesel
Chevrolet Beat LS,Chevrolet,2011,725000,45000,Diesel
Chevrolet Beat LT,Chevrolet,2012,492500,38000,Diesel
Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
Toyota Corolla Altis,Toyota,2015,2875000,42000,Petrol
Honda City 1.5,Honda,2014,2745000,39000,Petrol
Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
Ford Fiesta,Ford,2011,1374995,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda Brio,Honda,2012,1124995,30000,Petrol
Ford Fiesta,Ford,2011,1374995,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda City,Honda,2015,2999995,30000,Diesel
Suzuki Wagon,Suzukii,2012,999995,44000,Petrol
Honda City,Honda,2014,2724995,45000,Diesel
Hyundai i20,Hyundai,2009,995000,31000,Petrol
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Hyundai Santro Xing,Hyundai,2005,245000,7500,Petrol
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Suzuki Zen,Suzuki,2000,275000,60000,Petrol
Honda City,Honda,2015,2244995,54000,Petrol
Hyundai Creta 1.6,Hyundai,2017,4475000,32000,Petrol
Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
Suzuki Alto,Suzuki,2011,725000,41000,Petrol
Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
Suzuki Alto,Suzuki,2011,725000,41000,Petrol
Suzuki Wagon,Suzuki,2011,1050000,35000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Alto,Suzuki,2013,625000,39000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Swift,Suzuki,2006,675000,45000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Wagon,Suzuki,2010,725000,54870,Petrol
Suzuki Alto,Suzuki,2010,675000,34580,Petrol
Volkswagen Passat Diesel,Volkswagen,2009,2250000,97000,Diesel
Renault Scala RxL,Renault,2015,1875000,25000,Diesel
Hyundai i20 Active,Hyundai,2016,2600000,18000,Petrol
Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Honda City VX,Honda,2016,2595000,52000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Honda City VX,Honda,2016,2595000,52000,Diesel
Toyota Etios,Toyota,2011,1375000,36000,Diesel
Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
Honda City ZX,Honda,2008,550000,45000,Petrol
Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
Honda City VX,Honda,2016,2595000,52000,Diesel
Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7375000,47000,Diesel
Audi A4 1.8,Audi,2009,3495000,47000,Petrol
Mercedes Benz GLA,Mercedes,2015,10000000,20000,Diesel
Land Rover Freelander,Land,2015,10500000,30000,Diesel
Renault Kwid RXT,Renault,2017,1700000,5000,Petrol
Honda Amaze,Honda,2013,1424995,46000,Diesel
Mercedes Benz B,Mercedes,2014,7000000,31000,Petrol
Datsun GO T,Datsun,2016,1225000,7000,Petrol
Honda City,Honda,2012,1999995,45000,Petrol
Honda City,Honda,2015,2999995,39000,Diesel
Honda Jazz VX,Honda,2016,2250000,41000,Petrol
Honda Amaze 1.2,Honda,2014,1555000,33000,Petrol
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda City,Honda,2012,1999995,45000,Petrol
Honda City,Honda,2015,2999995,39000,Diesel
Honda Amaze,Honda,2015,1724995,22000,Petrol
Audi A4 1.8,Audi,2009,3495000,47000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Suzuki Ciaz,Suzuki,2017,3495000,14000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Hyundai Eon Sportz,Hyundai,2012,890000,30000,Petrol
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Suzuki Wagon,Suzuki,2003,450000,45000,Petrol
Suzuki Esteem,Suzuki,2006,475000,45000,Petrol
Suzuki Eeco,Suzuki,2015,1275000,9300,Petrol
Chevrolet Enjoy 1.4,Chevrolet,2013,1225000,55000,Diesel
Hyundai i20 Asta,Hyundai,2012,1647500,36200,Diesel
Ford Figo Diesel,Ford,2014,975000,50000,Diesel
Suzuki Eeco,Suzuki,2015,1255555,55000,Petrol
Suzuki Ertiga,Suzuki,2014,2849995,45000,Petrol
Suzuki Esteem,Suzuki,2007,349995,51000,Petrol
Suzuki Ritz,Suzuki,2014,1499995,19000,Petrol
Suzuki Dzire,Suzuki,2009,1100000,46000,Petrol
Suzuki Ritz,Suzuki,2013,1999995,33000,Diesel
Suzuki SX4,Suzuki,2010,1249995,36000,Petrol
Suzuki Wagon,Suzuki,2015,1449995,22000,Petrol
Mini Cooper S,Mini,2013,9455555,13500,Petrol
Nissan Terrano XL,Nissan,2015,2499995,60000,Diesel
Renault Duster 85,Renault,2013,2449995,27000,Diesel
Renault Duster 85,Renault,2014,2449995,59000,Diesel
Renault Duster 85,Renault,2015,2749995,19000,Diesel
Suzuki Dzire,Suzuki,2013,1900000,30000,Petrol
Renault Kwid RXT,Renault,2018,1625000,15000,Petrol
Suzuki Maruti,Suzuki,2003,285000,56758,Petrol
Renault Kwid 1.0,Renault,2018,1749995,10000,Petrol
Renault Lodgy 85,Renault,2018,3449995,20000,Diesel
Renault Scala RxL,Renault,2014,1749995,49000,Diesel
Hyundai Grand i10,Hyundai,2014,2050000,41000,Petrol
Suzuki Swift,Suzuki,2011,1125000,45000,Petrol
Chevrolet Beat LS,Chevrolet,2010,600000,43000,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Hyundai Santro Xing,Hyundai,2000,295000,56450,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Chevrolet Beat LS,Chevrolet,2010,400000,56000,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
Chevrolet Beat LS,Chevrolet,2015,1100000,32700,Petrol
Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
Ford EcoSport Titanium,Ford,2016,2995000,30000,Diesel
Hyundai Accent GLX,Hyundai,2006,400000,56000,Petrol
Suzuki Swift,Suzuki,2019,3050000,1373,Petrol
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Suzuki Swift,Suzuki,2019,3050000,73,Petrol
Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
Honda Accord,Honda,2009,875000,58559,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Ford EcoSport Titanium,Ford,2014,2600000,57000,Diesel
Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
Honda Amaze,Honda,2014,1499995,37000,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Honda City,Honda,2011,1424995,55000,Petrol
Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
Suzuki Dzire,Suzuki,2014,2124995,55000,Diesel
Honda City,Honda,2015,3224995,39000,Petrol
Honda Mobilio,Honda,2014,1999995,44000,Petrol
Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
Honda City,Honda,2014,2924995,39000,Petrol
Skoda Laura,Skoda,2012,1749995,44000,Diesel
Renault Duster,Renault,2015,2249995,49000,Diesel
Suzuki Ertiga,Suzuki,2018,3999995,9000,Diesel
Suzuki Dzire,Suzuki,2015,2224995,45000,Diesel
Honda Amaze,Honda,2014,1374995,35000,Petrol
Hyundai Verna Fluidic,Hyundai,2012,2224995,40000,Diesel
Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
Suzuki Wagon,Suzuki,2016,1724995,15000,Petrol
Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
Honda Amaze,Honda,2014,1374995,35000,Petrol
Renault Duster 110,Renault,2012,2505000,38000,Diesel
Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
Skoda Laura,Skoda,2013,1874995,50000,Diesel
Volkswagen Polo,Volkswagen,2010,999995,60000,Diesel
Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
Chevrolet Sail UVA,Chevrolet,2013,1050000,60000,Petrol
Renault Duster 110,Renault,2012,2505000,38000,Diesel
Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
Audi A4 2.0,Audi,2012,6750000,40000,Diesel
Hyundai Elantra SX,Hyundai,2013,3000000,20000,Petrol
Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
Renault Scala RxL,Renault,2015,1875000,25000,Diesel
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Grand i10,Hyundai,2017,2624995,6821,Petrol
Hyundai i20,Hyundai,2014,2249995,23000,Petrol
Hyundai Eon,Hyundai,2014,874995,14000,Petrol
Hyundai i10,Hyundai,2012,1224995,38000,Petrol
Hyundai i20 Active,Hyundai,2015,2874995,35000,Diesel
Datsun Redi GO,Datsun,2017,1224995,22000,Petrol
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Accent,Hyundai,2010,499995,45000,Petrol
Hyundai Verna,Hyundai,2014,2449995,44000,Diesel
Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
Hyundai i10 Sportz,Hyundai,2012,1150000,34000,Petrol
Honda City 1.5,Honda,2010,1200000,400000,Petrol
Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
Honda City 1.5,Honda,2010,1200000,400000,Petrol
Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Suzuki Zen,Suzuki,2003,425000,69900,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Suzuki Zen,Suzuki,2003,425000,69900,Petrol
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Hyundai i10 Magna,Hyundai,2011,875000,45000,Petrol
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Suzuki Swift,Suzuki,2016,1750000,166000,Diesel
Honda City ZX,Honda,2008,745000,42000,Petrol
Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
Chevrolet Beat Diesel,Chevrolet,2017,750000,62000,Diesel
Honda City 1.5,Honda,2010,1125000,70000,Petrol
Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
Suzuki Maruti,Suzuki,1995,150000,55000,Petrol
Toyota Etios,Toyota,2011,1375000,36000,Diesel
Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
Suzuki Swift,Suzuki,2014,1675000,55000,Diesel
Hyundai Elite i20,Hyundai,2015,2250000,20000,Diesel
 Suzuki Swift,Suzuki,2012,1125000,40000,Petrol
Suzuki Versa,Suzuki,2004,400000,50000,Petrol
Honda City,Honda,2000,325000,80000,Petrol
Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
Mercedes Benz C,Mercedes,2002,1995000,41000,Petrol
Suzuki Ertiga,Suzuki,2013,2250000,90000,Diesel
Honda City,Honda,2000,325000,80000,Petrol
Hyundai Santro Xing,Hyundai,2006,375000,46000,Petrol
Suzuki Omni,Suzuki,2001,350000,70000,Petrol
Hyundai Sonata Transform,Hyundai,2017,950000,36469,Diesel
Hyundai Elite i20,Hyundai,2018,3000000,7800,Petrol
Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
Suzuki Alto,Suzuki,2017,1200000,60000,Petrol
Suzuki Alto,Suzuki,2011,775000,32000,Petrol
Honda Jazz S,Honda,2009,849995,24695,Petrol
Hyundai Grand i10,Hyundai,2017,2250000,15141,Petrol
Suzuki Zen,Suzuki,2001,200000,40000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Suzuki Alto,Suzuki,2014,1350000,22000,Petrol
Hyundai Grand i10,Hyundai,2016,1400000,59910,Diesel
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Hyundai Creta 1.6,Hyundai,2016,4750000,25000,Petrol
Hyundai i20 Magna,Hyundai,2013,1550000,35000,Petrol
Renault Duster 85,Renault,2015,3575000,65000,Diesel
Hyundai Grand i10,Hyundai,2014,1700000,35000,Petrol
Honda Brio V,Honda,2012,1175000,33000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Chevrolet Spark LS,Chevrolet,2010,475000,23000,Petrol
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
Nissan X Trail,Nissan,2019,6000000,300,Diesel
Suzuki Alto,Suzuki,2015,1150000,5000,Petrol
Ford Ikon 1.3,Ford,2001,225000,65000,Petrol
Toyota Fortuner 3.0,Toyota,2010,4700000,131000,Diesel
Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
Mercedes Benz A,Mercedes,2013,7500000,14000,Petrol
Chevrolet Beat LS,Chevrolet,2016,1050000,22000,Diesel
Ford EcoSport Trend,Ford,2013,2475000,38000,Diesel
Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
Volkswagen Vento Highline,Volkswagen,2015,2750000,34000,Diesel
Renault Kwid RXT,Renault,2015,1350000,43000,Petrol
Ford EcoSport Titanium,Ford,2014,2500000,40000,Diesel
Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
Hyundai Verna 1.6,Hyundai,2017,4000000,12000,Petrol
BMW 5 Series,BMW,2011,6495000,49000,Diesel
Skoda Superb 1.8,Skoda,2011,2650000,68000,Petrol
Audi Q3 2.0,Audi,2013,7495000,37000,Diesel
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
Hyundai Elite i20,Hyundai,2015,2025000,28000,Petrol
Hyundai Elite i20,Hyundai,2015,2000000,30000,Petrol
Honda City SV,Honda,2017,3800000,4000,Petrol
Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
Ford Figo Petrol,Ford,2011,875000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Honda City,Honda,2017,3750000,3000,Petrol
Hyundai Elite i20,Hyundai,2015,2095000,20000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Hyundai Eon Era,Hyundai,2018,700000,2110,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7700000,43222,Petrol
Hyundai i10 Magna,Hyundai,2008,1375000,100200,Petrol
Toyota Corolla H2,Toyota,2003,750000,100000,Petrol
Suzuki Swift,Suzuki,2011,1150000,65,Petrol
Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Hyundai Xcent Base,Hyundai,2016,1500000,140000,Diesel
Honda City,Honda,2015,2499995,55000,Petrol
Hyundai Accent Executive,Hyundai,2009,825000,48000,Petrol
Suzuki Baleno,Suzuki,2016,2490000,22000,Petrol
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Suzuki 800,Suzuki,2001,275000,81876,Petrol
Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
Suzuki Versa,Suzuki,2004,450000,50000,Petrol
Honda Mobilio S,Honda,2014,1995000,44000,Diesel
Suzuki Ertiga,Suzuki,2016,3650000,55000,Diesel
Suzuki Vitara,Suzuki,2017,3625000,36000,Diesel
Hyundai Verna 1.6,Hyundai,2016,975000,56000,Diesel
Suzuki Swift,Suzuki,2007,650000,62000,Petrol
Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
Suzuki Omni,Suzuki,2014,950000,6020,Petrol
Honda Amaze,Honda,2013,1250000,55700,Diesel
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Hyundai Santro Xing,Hyundai,2003,600000,50000,Petrol
Suzuki Zen,Suzuki,2010,745000,35000,Petrol
Suzuki Wagon,Suzuki,2014,1250000,18500,Petrol
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Honda Brio VX,Honda,2017,2250000,11000,Petrol
Suzuki Zen,Suzuki,2003,499995,53000,Petrol
Suzuki Zen,Suzuki,2008,675000,23000,Petrol
Suzuki Wagon,Suzuki,2016,1125000,35500,Diesel
Suzuki Alto,Suzuki,2010,495000,22134,Petrol
Renault Kwid RXT,Renault,2019,1850000,1000,Petrol
Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
Jaguar XE XE,Jaguar,2016,14000000,8500,Petrol
Hyundai Eon Magna,Hyundai,2014,950000,35000,Petrol
Honda City 1.5,Honda,2014,2495000,22000,Petrol
Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
Suzuki Ritz,Suzuki,2010,745000,40000,Petrol
Hyundai Grand i10,Hyundai,2017,2000000,20000,Petrol
Hyundai Eon D,Hyundai,2016,600000,87000,Petrol
Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
Suzuki Wagon,Suzuki,2017,1875000,23000,Petrol
Honda Amaze 1.2,Honda,2014,1905000,6000,Petrol
Suzuki Estilo,Suzuki,2013,900000,65000,Petrol
Suzuki Vitara,Suzuki,2016,2900000,25000,Diesel
Suzuki Eeco,Suzuki,2015,1390000,39000,Petrol
Hyundai Creta 1.6,Hyundai,2016,5000000,8000,Petrol
Suzuki Alto,Suzuki,2015,450000,55800,Petrol
Suzuki Ertiga,Suzuki,2012,2400000,51000,Diesel
Mitsubishi Lancer 1.8,Mitsubishi,2006,425000,50000,Petrol
Suzuki Maruti,Suzuki,2001,200000,75000,Petrol
Suzuki Alto,Suzuki,2015,450000,55800,Petrol
Hyundai Grand i10,Hyundai,2015,1700000,53000,Petrol
Hyundai Eon D,Hyundai,2018,1300000,25000,Petrol
Ford Fiesta SXi,Ford,2009,1250000,56400,Petrol
Suzuki Ritz,Suzuki,2010,900000,72160,Diesel
Hyundai Verna Fluidic,Hyundai,2012,1750000,10000,Diesel
Suzuki Wagon,Suzuki,2006,450005,48000,Petrol
Suzuki Estilo,Suzuki,2007,575000,36000,Petrol
Audi A6 2.0,Audi,2012,7995000,11500,Diesel
Suzuki Wagon,Suzuki,2003,650000,133000,Petrol
Suzuki Wagon,Suzuki,2009,795000,27000,Petrol
Suzuki Wagon,Suzuki,2009,800000,35000,Petrol
Suzuki Alto,Suzuki,2010,550000,55000,Petrol
Suzuki Baleno,Suzuki,2016,2125000,40000,Petrol
Hyundai Verna 1.6,Hyundai,2019,4500000,2000,Petrol
Suzuki Swift,Suzuki,2009,750000,45000,Petrol
Hyundai Getz Prime,Hyundai,2009,550000,20000,Petrol
Hyundai Santro,Hyundai,2000,259995,88000,Petrol
Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
Chevrolet Beat PS,Chevrolet,2012,1075000,65422,Diesel
Ford EcoSport Trend,Ford,2017,2900000,10000,Petrol
Suzuki Dzire,Suzuki,2013,1900000,35000,Petrol
Hyundai Fluidic Verna,Hyundai,2013,1750000,117000,Diesel
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
BMW X1 xDrive20d,BMW,2011,5750000,72000,Diesel
Hyundai i20 Asta,Hyundai,2010,1500000,10750,Petrol
Honda City 1.5,Honda,2009,1345000,55000,Petrol
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
Chevrolet Cruze LTZ,Chevrolet,2014,2000000,41000,Diesel
Hyundai Verna Fluidic,Hyundai,2015,2150000,73000,Diesel
Suzuki Swift,Suzuki,2011,700000,65000,Diesel
Suzuki Alto,Suzuki,2014,995000,37000,Petrol
Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
Suzuki Alto,Suzuki,2014,995000,37000,Petrol
Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
Force Motors One,Force,2013,2750000,140000,Diesel
Suzuki Alto,Suzuki,2019,1325000,9800,Petrol
Chevrolet Spark 1.0,Chevrolet,2011,500000,27000,Petrol
Hyundai i10,Hyundai,2009,1075000,27000,Petrol
Toyota Etios Liva,Toyota,2012,1900000,20000,Diesel
Renault Duster 85PS,Renault,2013,2009595,57923,Diesel
Chevrolet Enjoy,Chevrolet,2014,2450000,30201,Diesel
Suzuki Alto,Suzuki,2017,1400000,6200,Petrol
BMW 5 Series,BMW,2009,3250000,37518,Petrol
Toyota Etios Liva,Toyota,2014,800000,24652,Petrol
Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
Chevrolet Beat LS,Chevrolet,2016,1125000,95000,Diesel
Chevrolet Cruze LTZ,Chevrolet,2011,1750000,35000,Diesel
Jeep Wrangler Unlimited,Jeep,2015,4750000,3528,Diesel
Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
Hyundai Verna VGT,Hyundai,2010,1025000,47900,Diesel
Suzuki Omni,Suzuki,2012,800000,14000,Petrol
Suzuki Celerio,Suzuki,2018,1550000,37000,Petrol
Renault Duster 110,Renault,2013,2175000,39000,Diesel
Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
