0,name,company,year,Price,kms_driven,fuel_type
433,Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
434,Hyundai Elite i20,Hyundai,2015,2025000,28000,Petrol
435,Hyundai Elite i20,Hyundai,2015,2000000,30000,Petrol
436,Honda City SV,Honda,2017,3800000,4000,Petrol
437,Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
438,Ford Figo Petrol,Ford,2011,875000,75000,Petrol
439,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
440,Honda City,Honda,2017,3750000,3000,Petrol
441,Hyundai Elite i20,Hyundai,2015,2095000,20000,Petrol
442,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
443,Hyundai Eon Era,Hyundai,2018,700000,2110,Petrol
444,Mitsubishi Pajero Sport,Mitsubishi,2015,7700000,43222,Petrol
445,Hyundai i10 Magna,Hyundai,2008,1375000,100200,Petrol
446,Toyota Corolla H2,Toyota,2003,750000,100000,Petrol
447,Suzuki Swift,Suzuki,2011,1150000,65,Petrol
448,Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
449,Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
450,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
451,Hyundai Xcent Base,Hyundai,2016,1500000,140000,Diesel
452,Honda City,Honda,2015,2499995,55000,Petrol
453,Hyundai Accent Executive,Hyundai,2009,825000,48000,Petrol
454,Suzuki Baleno,Suzuki,2016,2490000,22000,Petrol
455,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
456,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
457,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
458,Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
459,Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
460,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
461,Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
462,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
463,Suzuki 800,Suzuki,2001,275000,81876,Petrol
464,Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
465,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
466,Honda Mobilio S,Honda,2014,1995000,44000,Diesel
467,Suzuki Ertiga,Suzuki,2016,3650000,55000,Diesel
468,Suzuki Vitara,Suzuki,2017,3625000,36000,Diesel
469,Hyundai Verna 1.6,Hyundai,2016,975000,56000,Diesel
470,Suzuki Swift,Suzuki,2007,650000,62000,Petrol
471,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
472,Suzuki Omni,Suzuki,2014,950000,6020,Petrol
473,Honda Amaze,Honda,2013,1250000,55700,Diesel
474,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
475,Hyundai Santro Xing,Hyundai,2003,600000,50000,Petrol
476,Suzuki Zen,Suzuki,2010,745000,35000,Petrol
477,Suzuki Wagon,Suzuki,2014,1250000,18500,Petrol
478,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
479,Honda Brio VX,Honda,2017,2250000,11000,Petrol
480,Suzuki Zen,Suzuki,2003,499995,53000,Petrol
481,Suzuki Zen,Suzuki,2008,675000,23000,Petrol
482,Suzuki Wagon,Suzuki,2016,1125000,35500,Diesel
483,Suzuki Alto,Suzuki,2010,495000,22134,Petrol
484,Renault Kwid RXT,Renault,2019,1850000,1000,Petrol
485,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
486,Jaguar XE XE,Jaguar,2016,14000000,8500,Petrol
487,Hyundai Eon Magna,Hyundai,2014,950000,35000,Petrol
488,Honda City 1.5,Honda,2014,2495000,22000,Petrol
489,Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
490,Suzuki Ritz,Suzuki,2010,745000,40000,Petrol
491,Hyundai Grand i10,Hyundai,2017,2000000,20000,Petrol
492,Hyundai Eon D,Hyundai,2016,600000,87000,Petrol
493,Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
494,Suzuki Wagon,Suzuki,2017,1875000,23000,Petrol
495,Honda Amaze 1.2,Honda,2014,1905000,6000,Petrol
496,Suzuki Estilo,Suzuki,2013,900000,65000,Petrol
497,Suzuki Vitara,Suzuki,2016,2900000,25000,Diesel
498,Suzuki Eeco,Suzuki,2015,1390000,39000,Petrol
499,Hyundai Creta 1.6,Hyundai,2016,5000000,8000,Petrol
500,Suzuki Alto,Suzuki,2015,450000,55800,Petrol
501,Suzuki Ertiga,Suzuki,2012,2400000,51000,Diesel
502,Mitsubishi Lancer 1.8,Mitsubishi,2006,425000,50000,Petrol
503,Suzuki Maruti,Suzuki,2001,200000,75000,Petrol
504,Suzuki Alto,Suzuki,2015,450000,55800,Petrol
505,Hyundai Grand i10,Hyundai,2015,1700000,53000,Petrol
506,Hyundai Eon D,Hyundai,2018,1300000,25000,Petrol
507,Ford Fiesta SXi,Ford,2009,1250000,56400,Petrol
508,Suzuki Ritz,Suzuki,2010,900000,72160,Diesel
509,Hyundai Verna Fluidic,Hyundai,2012,1750000,10000,Diesel
510,Suzuki Wagon,Suzuki,2006,450005,48000,Petrol
511,Suzuki Estilo,Suzuki,2007,575000,36000,Petrol
512,Audi A6 2.0,Audi,2012,7995000,11500,Diesel
513,Suzuki Wagon,Suzuki,2003,650000,133000,Petrol
514,Suzuki Wagon,Suzuki,2009,795000,27000,Petrol
515,Suzuki Wagon,Suzuki,2009,800000,35000,Petrol
516,Suzuki Alto,Suzuki,2010,550000,55000,Petrol
517,Suzuki Baleno,Suzuki,2016,2125000,40000,Petrol
518,Hyundai Verna 1.6,Hyundai,2019,4500000,2000,Petrol
519,Suzuki Swift,Suzuki,2009,750000,45000,Petrol
520,Hyundai Getz Prime,Hyundai,2009,550000,20000,Petrol
521,Hyundai Santro,Hyundai,2000,259995,88000,Petrol
522,Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
523,Chevrolet Beat PS,Chevrolet,2012,1075000,65422,Diesel
524,Ford EcoSport Trend,Ford,2017,2900000,10000,Petrol
525,Suzuki Dzire,Suzuki,2013,1900000,35000,Petrol
526,Hyundai Fluidic Verna,Hyundai,2013,1750000,117000,Diesel
527,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
528,BMW X1 xDrive20d,BMW,2011,5750000,72000,Diesel
529,Hyundai i20 Asta,Hyundai,2010,1500000,10750,Petrol
530,Honda City 1.5,Honda,2009,1345000,55000,Petrol
531,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
532,Chevrolet Cruze LTZ,Chevrolet,2014,2000000,41000,Diesel
533,Hyundai Verna Fluidic,Hyundai,2015,2150000,73000,Diesel
534,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
535,Suzuki Alto,Suzuki,2014,995000,37000,Petrol
536,Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
537,Suzuki Alto,Suzuki,2014,995000,37000,Petrol
538,Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
539,Force Motors One,Force,2013,2750000,140000,Diesel
540,Suzuki Alto,Suzuki,2019,1325000,9800,Petrol
541,Chevrolet Spark 1.0,Chevrolet,2011,500000,27000,Petrol
542,Hyundai i10,Hyundai,2009,1075000,27000,Petrol
543,Toyota Etios Liva,Toyota,2012,1900000,20000,Diesel
544,Renault Duster 85PS,Renault,2013,2009595,57923,Diesel
545,Chevrolet Enjoy,Chevrolet,2014,2450000,30201,Diesel
546,Suzuki Alto,Suzuki,2017,1400000,6200,Petrol
547,BMW 5 Series,BMW,2009,3250000,37518,Petrol
548,Toyota Etios Liva,Toyota,2014,800000,24652,Petrol
549,Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
550,Chevrolet Beat LS,Chevrolet,2016,1125000,95000,Diesel
551,Chevrolet Cruze LTZ,Chevrolet,2011,1750000,35000,Diesel
552,Jeep Wrangler Unlimited,Jeep,2015,4750000,3528,Diesel
553,Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
554,Hyundai Verna VGT,Hyundai,2010,1025000,47900,Diesel
555,Suzuki Omni,Suzuki,2012,800000,14000,Petrol
556,Suzuki Celerio,Suzuki,2018,1550000,37000,Petrol
557,Renault Duster 110,Renault,2013,2175000,39000,Diesel
558,Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
559,Suzuki Swift,Suzuki,2006,948500,48247,Petrol
560,Hyundai i10 Era,Hyundai,2011,875000,30000,Petrol
561,Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
562,Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
563,Renault Duster 85,Renault,2015,1925000,51000,Diesel
564,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
565,Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
566,Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
567,Renault Duster 85,Renault,2015,1925000,51000,Diesel
568,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
569,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
570,Renault Duster 110,Renault,2013,2175000,39000,Diesel
571,Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
572,Suzuki Swift,Suzuki,2006,948500,48247,Petrol
573,Suzuki Ertiga,Suzuki,2012,1948500,39000,Diesel
574,Suzuki Swift,Suzuki,2014,1825000,23000,Petrol
575,Suzuki Alto,Suzuki,2017,1800000,9400,Petrol
576,Hyundai i20 Magna,Hyundai,2010,1050000,50000,Petrol
577,Hyundai i10 Magna,Hyundai,2009,850000,75000,Petrol
578,Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
579,Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
580,Toyota Corolla Altis,Toyota,2010,925000,55000,Petrol
581,Suzuki Omni,Suzuki,2012,600000,160000,CNG
582,Renault Kwid 1.0,Renault,2018,1450000,2137,Petrol
583,Suzuki Omni,Suzuki,2012,600000,160000,CNG
584,Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
585,Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
586,Suzuki Omni,Suzuki,2012,600000,160000,CNG
587,Chevrolet Beat Diesel,Chevrolet,2011,625000,56000,Diesel
588,Suzuki Omni,Suzuki,2012,600000,160000,CNG
589,Hyundai Verna 1.6,Hyundai,2018,4275000,42000,Diesel
590,Suzuki Zen,Suzuki,2002,475000,10544,Petrol
591,Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
592,Suzuki Zen,Suzuki,2002,475000,10544,Petrol
593,Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
594,Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
595,Hyundai Grand i10,Hyundai,2014,1700000,25000,Petrol
596,Hyundai Elite i20,Hyundai,2017,2750000,15000,Petrol
597,Ford Ikon 1.6,Ford,2003,300000,50000,Petrol
598,Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
599,Nissan Sunny XL,Nissan,2011,1150000,52000,Petrol
600,Chevrolet Beat LT,Chevrolet,2012,650000,90001,Diesel
601,Suzuki Alto,Suzuki,2017,1350000,21000,Petrol
602,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
603,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
604,Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
605,Toyota Innova 2.0,Toyota,2012,3000000,80000,Diesel
606,Suzuki Swift,Suzuki,2010,950000,74000,Diesel
607,Hyundai Elite i20,Hyundai,2015,2500000,22000,Petrol
608,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
609,Volkswagen Polo Trendline,Volkswagen,2015,1750000,25000,Diesel
610,Toyota Etios Liva,Toyota,2012,1750000,85000,Diesel
611,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
612,Hyundai Elite i20,Hyundai,2015,2350000,30000,Petrol
613,Hyundai Santro Xing,Hyundai,2014,895000,57000,Petrol
614,Suzuki Zen,Suzuki,2003,240000,60000,Petrol
615,Suzuki Ciaz,Suzuki,2016,3250000,50000,Petrol
616,Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
617,Hyundai Elantra 1.8,Hyundai,2012,2500000,65000,Petrol
618,Suzuki Swift,Suzuki,2010,1350000,67000,Diesel
619,Suzuki Zen,Suzuki,2008,625000,46000,Petrol
620,Hyundai Eon Era,Hyundai,2012,940000,38000,Petrol
621,Hyundai Grand i10,Hyundai,2016,1900000,27000,Petrol
622,Hyundai Verna Fluidic,Hyundai,2011,1825000,43000,Diesel
623,Ford EcoSport Trend,Ford,2014,2325000,47000,Petrol
624,Hyundai i20 Magna,Hyundai,2011,1200000,42000,Petrol
625,Chevrolet Beat Diesel,Chevrolet,2016,899995,19336,Diesel
626,Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
627,Jaguar XF 2.2,Jaguar,2013,10950000,29000,Diesel
628,Audi Q5 2.0,Audi,2014,11950000,34000,Diesel
629,BMW 3 Series,BMW,2011,5375000,35000,Diesel
630,Suzuki Swift,Suzuki,2015,2375000,22000,Petrol
631,BMW X1 sDrive20d,BMW,2012,5125000,41000,Diesel
632,Suzuki S,Suzuki,2016,3075000,21000,Diesel
633,Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
634,Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
635,Honda City SV,Honda,2014,2375000,34000,Diesel
636,Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
637,Honda City 1.5,Honda,2005,600000,68000,Petrol
638,Audi A4 2.0,Audi,2016,9500000,44000,Diesel
639,Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
640,Honda City SV,Honda,2014,2375000,34000,Diesel
641,Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
642,Suzuki Swift,Suzukii,2017,3250000,41800,Diesel
643,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
644,Suzuki Swift,Suzuki,2009,1050000,59000,Petrol
645,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
646,Suzuki Omni,Suzuki,2009,425000,45000,Petrol
647,Mitsubishi Pajero Sport,Mitsubishi,2015,7450000,42590,Diesel
648,Renault Duster,Renault,2014,4000000,7400,Diesel
649,Volkswagen Jetta Comfortline,Volkswagen,2009,2250000,54500,Diesel
650,Suzuki Ertiga,Suzuki,2012,5000000,200000,Diesel
651,Audi A4 2.0,Audi,2013,7550000,27000,Diesel
652,Volvo S80 Summum,Volvo,2015,9250000,42000,Diesel
653,Toyota Corolla Altis,Toyota,2014,3950000,29000,Petrol
654,Mitsubishi Pajero Sport,Mitsubishi,2015,8625000,37000,Diesel
655,Chevrolet Beat LT,Chevrolet,2012,675000,36000,Petrol
656,BMW X1,BMW,2011,5000000,34000,Diesel
657,Datsun Redi GO,Datsun,2018,1499995,7000,Petrol
658,Mercedes Benz C,Mercedes,2009,6125000,76000,Diesel
659,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
660,Volkswagen Vento Comfortline,Volkswagen,2011,1000000,95000,Diesel
661,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
662,Ford Figo Petrol,Ford,2019,2625000,0,Petrol
663,Honda City ZX,Honda,2006,900000,50000,Petrol
664,Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
665,Ford EcoSport Trend,Ford,2014,2000000,16000,Petrol
666,Suzuki Swift,Suzuki,2016,2495000,51000,Diesel
667,Suzuki Omni,Suzuki,2009,425000,56000,Petrol
668,Suzuki Zen,Suzuki,2004,350000,100000,Petrol
669,Renault Duster RxL,Renault,2015,2750000,36000,Petrol
670,Suzuki Swift,Suzuki,2014,1850000,11523,Petrol
671,Suzuki Baleno,Suzuki,2018,3450000,1000,Petrol
672,Honda WR V,Honda,2009,1250000,60000,Petrol
673,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
674,Renault Duster 110,Renault,2013,2450000,38600,Diesel
675,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
676,Suzuki Zen,Suzuki,2004,340000,56000,Petrol
677,Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
678,Suzuki SX4,Suzuki,2016,4850000,85960,Diesel
679,Audi A3 Cabriolet,Audi,2015,15500000,12516,Petrol
680,Hyundai Eon D,Hyundai,2018,1400000,35000,Petrol
681,Suzuki Zen,Suzuki,2009,625000,0,Petrol
682,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
683,Hyundai Santro AE,Hyundai,2011,825000,45000,Petrol
684,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
685,Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
686,Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
687,Hyundai Santro,Hyundai,2003,300000,51000,Petrol
688,Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
689,Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
690,Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
691,Toyota Fortuner 3.0,Toyota,2013,7495000,97000,Diesel
692,Suzuki Alto,Suzuki,2013,1200000,20000,Petrol
693,Hyundai Getz GLE,Hyundai,2007,495000,55000,Petrol
694,Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
695,Hyundai Creta 1.6,Hyundai,2019,6000000,0,Petrol
696,Hyundai Santro Xing,Hyundai,2007,575000,46000,Petrol
697,Hyundai Santro Xing,Hyundai,2009,440000,43200,Petrol
698,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
699,Hyundai Santro Xing,Hyundai,2007,675000,42000,Petrol
700,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
701,Hyundai i10 Sportz,Hyundai,2011,1100000,38000,Petrol
702,Hyundai Grand i10,Hyundai,2017,2124995,2550,Petrol
703,Hyundai Santro Xing,Hyundai,2007,675000,47000,Petrol
704,Honda City 1.5,Honda,2005,475000,41000,Petrol
705,Nissan Micra XL,Nissan,2017,2150000,62500,Diesel
706,Honda City 1.5,Honda,2005,575000,68000,Petrol
707,Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
708,Suzuki Wagon,Suzuki,2004,265000,69000,Petrol
709,Suzuki Ertiga,Suzuki,2012,2500000,48000,Diesel
710,Suzuki Omni,Suzuki,2013,825000,25000,Petrol
711,Suzuki Omni,Suzuki,2013,825000,25000,Petrol
712,Hyundai Eon Era,Hyundai,2014,1000000,28400,Petrol
713,Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
714,Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
715,Hyundai Verna 1.6,Hyundai,2012,3000000,29000,Diesel
716,Chevrolet Tavera LS,Chevrolet,2005,650000,68485,Diesel
717,Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
718,Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
719,Suzuki Zen,Suzuki,2006,355000,32000,Petrol
720,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
721,Ford EcoSport Titanium,Ford,2014,2950000,34000,Diesel
722,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
723,Ford Fusion 1.4,Ford,2007,625000,85455,Diesel
724,Hyundai Santro Xing,Hyundai,2007,675000,46000,Petrol
725,Hyundai Santro,Hyundai,2002,300000,47000,Petrol
726,Fiat Linea Emotion,Fiat,2009,600000,64000,Petrol
727,Ford Ikon 1.3,Ford,2008,475000,46000,Petrol
728,Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
729,Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
730,Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
731,Hyundai Santro Xing,Hyundai,2007,275000,65000,Petrol
732,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
733,Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
734,Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
735,Toyota Corolla,Toyota,2006,800000,40000,Petrol
736,Hyundai Eon Magna,Hyundai,2017,1500000,1600,Petrol
737,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
738,Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
739,Volkswagen Polo Highline1.2L,Volkswagen,2013,1900000,27000,Petrol
740,Suzuki Alto,Suzuki,2003,210000,60000,Petrol
741,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
742,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
743,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
744,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
745,Chevrolet Beat LS,Chevrolet,2014,945000,31000,Diesel
746,Suzuki Swift,Suzuki,2009,600000,90000,Diesel
747,Hyundai Eon D,Hyundai,2013,850000,20000,Petrol
748,Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
749,Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
750,Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
751,Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
752,Hyundai Creta,Hyundai,2016,4500000,60000,Diesel
753,Volkswagen Polo,Volkswagen,2013,1499995,48000,Diesel
754,Suzuki Dzire,Suzuki,2014,1874995,33000,Petrol
755,Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
756,Suzuki Alto,Suzuki,2005,350000,47000,Petrol
757,Suzuki Alto,Suzuki,2005,500000,40000,Petrol
758,Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
759,Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
760,Suzuki Dzire,Suzuki,2009,1050000,42000,Petrol
761,Hyundai i20 Asta,Hyundai,2014,2125000,31000,Petrol
762,Suzuki Swift,Suzuki,2008,810000,60000,Diesel
763,Suzuki Alto,Suzuki,2005,500000,40000,Petrol
764,Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
765,Toyota Innova 2.5,Toyota,2012,3750000,75000,Diesel
766,Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
767,Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
768,Suzuki Omni,Suzuki,2000,179995,60000,Petrol
769,Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
770,Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
771,Datsun Go Plus,Datsun,2016,1425000,13900,Petrol
772,Ford Endeavor 4x4,Ford,2019,14500000,9000,Diesel
773,Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
774,Hyundai Santro Xing,Hyundai,2006,425000,60000,Petrol
775,Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
776,Suzuki Swift,Suzuki,2008,875000,58000,Diesel
777,Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
778,Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
779,Suzuki Alto,Suzuki,2016,1250000,2450,Petrol
780,Suzuki Alto,Suzuki,2019,2125000,1625,Petrol
781,Volkswagen Polo Highline1.2L,Volkswagen,2017,2625000,45000,Petrol
782,Toyota Qualis,Toyota,2003,900000,100000,Diesel
783,Suzuki 800,Suzuki,2000,150000,33400,Petrol
784,Toyota Qualis,Toyota,2003,900000,100000,Diesel
785,Chevrolet Sail 1.2,Chevrolet,2013,1500000,28000,Petrol
786,Hyundai Santro AE,Hyundai,2003,300000,70000,Petrol
787,Suzuki Wagon,Suzuki,2006,500000,7000,Petrol
788,Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
789,Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
790,Toyota Etios G,Toyota,2013,1325000,42000,Petrol
791,Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
792,Toyota Qualis,Toyota,2003,900000,100000,Diesel
793,Hyundai Santro Xing,Hyundai,2004,225000,137495,Petrol
794,Toyota Qualis,Toyota,2003,900000,100000,Diesel
795,Honda City 1.5,Honda,2009,1350000,55000,Petrol
796,Honda City 1.5,Honda,2009,1350000,55000,Petrol
797,Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
798,Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
799,Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
800,Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
801,Hyundai i20 Select,Hyundai,2011,1450000,40000,Petrol
802,Chevrolet Tavera Neo,Chevrolet,2007,2325000,100800,Diesel
803,Suzuki Dzire,Suzuki,2016,1625000,150000,Diesel
804,Hyundai Elite i20,Hyundai,2018,2550000,2100,Petrol
805,Honda City VX,Honda,2016,4300000,95000,Petrol
806,Suzuki Dzire,Suzuki,2016,2250000,2500,Diesel
807,Hyundai Getz,Hyundai,2006,625000,80000,Petrol
808,Mercedes Benz C,Mercedes,2006,2500005,15000,Petrol
809,Suzuki Alto,Suzuki,2005,475000,65000,Petrol
810,Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
811,Skoda Fabia,Skoda,2009,550000,45000,Petrol
812,Suzuki Ritz,Suzuki,2011,1350000,50000,Petrol
813,Toyota Corolla Altis,Toyota,2009,1500000,132000,Petrol
814,Suzuki Swift,Suzuki,2013,1700000,41000,Petrol
815,Toyota Corolla Altis,Toyota,2010,1449995,70000,Petrol
816,Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
817,Toyota Innova 2.5,Toyota,2012,4249995,99000,Diesel
818,Volkswagen Jetta Highline,Volkswagen,2014,3749995,46000,Diesel
819,Volkswagen Polo Comfortline,Volkswagen,2015,1999995,2800,Petrol
820,Volkswagen Polo,Volkswagen,2014,1374995,32000,Petrol
821,Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
822,Renault Duster,Renault,2014,2249995,50000,Diesel
823,Honda Amaze,Honda,2015,1724995,22000,Petrol
824,Nissan Sunny,Nissan,2012,1124995,45000,Petrol
825,Hyundai Elite i20,Hyundai,2018,2999995,21000,Petrol
826,Renault Kwid,Renault,2016,1224995,11000,Petrol
827,Renault Duster,Renault,2013,1999995,41000,Diesel
828,Ford EcoSport,Ford,2017,2449995,39000,Petrol
829,Renault Duster,Renault,2014,2374995,50000,Diesel
830,Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
831,Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
832,Chevrolet Spark LT,Chevrolet,2010,425000,45000,Petrol
833,Datsun Redi GO,Datsun,2016,1225000,7000,Petrol
834,Suzuki Swift,Suzuki,2010,947500,38500,Diesel
835,Fiat Punto Emotion,Fiat,2012,847500,37200,Diesel
836,Suzuki Swift,Suzuki,2010,797500,43200,Diesel
837,Toyota Etios GD,Toyota,2013,1375000,24800,Petrol
838,Hyundai i20 Sportz,Hyundai,2014,1850000,60000,Diesel
839,Hyundai i10 Sportz,Hyundai,2010,840000,45872,Petrol
840,Chevrolet Beat LT,Chevrolet,2011,750000,40000,Diesel
841,Chevrolet Beat LS,Chevrolet,2011,725000,45000,Diesel
842,Chevrolet Beat LT,Chevrolet,2012,492500,38000,Diesel
843,Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
844,Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
845,Toyota Corolla Altis,Toyota,2015,2875000,42000,Petrol
846,Honda City 1.5,Honda,2014,2745000,39000,Petrol
847,Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
848,Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
849,Ford Fiesta,Ford,2011,1374995,55000,Diesel
850,Honda Amaze,Honda,2013,1424995,46000,Diesel
851,Honda Brio,Honda,2012,1124995,30000,Petrol
852,Ford Fiesta,Ford,2011,1374995,55000,Diesel
853,Honda Amaze,Honda,2013,1424995,46000,Diesel
854,Honda City,Honda,2015,2999995,30000,Diesel
855,Suzuki Wagon,Suzukii,2012,999995,44000,Petrol
856,Honda City,Honda,2014,2724995,45000,Diesel
857,Hyundai i20,Hyundai,2009,995000,31000,Petrol
858,Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
859,Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
